"","status","tempo_empresa","moradia","tempo_emprestimo","idade","estado_civil","registros","trabalho","despesas","renda","ativos","dividas","valor_emprestimo","preco_do_bem"
"1187","bom",3,"pais",36,52,"casada(o)","sim","fixo",60,325,0,0,400,1700
"1188","bom",10,"própria",60,52,"casada(o)","não","fixo",60,143,5500,0,1300,1661
"1189","bom",10,"alugada",60,36,"casada(o)","não","fixo",85,100,0,0,850,1150
"1190","bom",11,"própria",12,25,"casada(o)","não","fixo",45,124,2500,1000,800,1602
"1191","bom",22,"alugada",48,46,"casada(o)","não","fixo",86,110,0,0,1150,1528
"1192","ruim",0,"outras",48,45,"casada(o)","não","autônomo",75,120,0,0,900,964
"1193","bom",25,"própria",60,53,"casada(o)","não","fixo",60,107,4000,0,800,932
"1194","ruim",2,"outras",60,22,"solteira(o)","não","fixo",35,83,0,0,1400,1430
"1195","bom",0,"outras",36,50,"casada(o)","não","meio período",60,162,20000,0,1000,1615
"1196","ruim",0,"própria",48,52,"casada(o)","sim","outros",90,245,3850,2432,1520,1670
"1197","bom",12,"priv",60,47,"casada(o)","não","fixo",60,243,8500,0,1850,1890
"1198","bom",4,"alugada",60,27,"solteira(o)","não","fixo",43,76,0,0,650,1070
"1199","bom",12,"própria",18,35,"casada(o)","não","fixo",60,400,6000,0,200,2225
"1200","bom",0,"pais",48,21,"solteira(o)","não","meio período",35,106,5000,0,500,1131
"1201","bom",22,"própria",36,44,"casada(o)","não","fixo",75,120,7000,0,650,1852
"1202","ruim",3,"pais",60,32,"solteira(o)","não","fixo",35,122,0,0,2000,2050
"1203","bom",1,"alugada",36,34,"divorciada(o)","não","fixo",43,80,0,0,700,700
"1204","bom",14,"priv",60,36,"casada(o)","não","fixo",60,120,4000,1500,1500,1540
"1205","bom",10,"alugada",48,36,"casada(o)","não","fixo",80,200,0,0,978,1338
"1206","bom",13,"alugada",60,36,"casada(o)","não","fixo",79,191,4000,700,1000,1209
"1207","bom",1,"alugada",60,24,"casada(o)","não","fixo",52,67,0,0,800,1137
"1208","ruim",3,"própria",36,26,"solteira(o)","não","autônomo",35,NA,60000,3000,800,1000
"1209","bom",5,"alugada",12,35,"casada(o)","sim","autônomo",96,210,0,0,300,700
"1210","bom",4,"própria",60,42,"solteira(o)","não","fixo",35,110,2500,0,1090,1565
"1211","bom",3,"outras",60,55,"casada(o)","não","fixo",45,45,0,0,600,864
"1212","bom",19,"própria",60,49,"casada(o)","não","fixo",135,150,3500,0,1100,1477
"1213","ruim",4,"pais",60,38,"separada(o)","não","fixo",35,100,0,0,1300,1500
"1214","bom",9,"própria",60,32,"casada(o)","não","fixo",75,345,6000,3300,700,994
"1215","bom",7,"própria",60,36,"casada(o)","não","fixo",60,122,3000,0,750,850
"1216","bom",26,"própria",60,55,"casada(o)","não","fixo",60,110,10000,0,1500,1527
"1217","ruim",2,"alugada",60,30,"casada(o)","sim","autônomo",54,90,2000,0,1500,1500
"1218","bom",11,"própria",48,29,"casada(o)","não","fixo",75,76,15000,0,300,1336
"1219","bom",4,"alugada",36,48,"casada(o)","não","autônomo",94,340,1000,0,525,525
"1220","ruim",2,"própria",60,29,"casada(o)","sim","fixo",60,185,6300,2300,2000,2675
"1221","bom",5,"própria",60,42,"casada(o)","não","fixo",75,101,3500,0,1090,1190
"1222","bom",3,"própria",24,32,"casada(o)","não","fixo",60,196,5000,300,800,1606
"1223","bom",17,"própria",36,47,"casada(o)","não","fixo",75,158,17000,0,1000,2159
"1224","bom",9,"pais",60,33,"casada(o)","não","fixo",45,221,3000,0,1600,2344
"1225","bom",18,"própria",60,32,"solteira(o)","não","fixo",35,133,3500,150,1600,2200
"1226","bom",18,"própria",60,42,"casada(o)","não","autônomo",90,NA,5000,0,1300,2147
"1227","bom",6,"própria",24,45,"casada(o)","não","autônomo",90,150,5000,0,250,450
"1228","bom",12,"própria",12,40,"casada(o)","não","fixo",75,390,8000,0,500,1732
"1229","bom",2,"própria",36,28,"casada(o)","não","meio período",60,146,2500,0,700,1258
"1230","bom",1,"pais",48,29,"solteira(o)","não","autônomo",45,478,9000,0,2100,2450
"1231","bom",8,"outras",24,41,"divorciada(o)","não","fixo",60,90,4000,0,500,1600
"1232","bom",25,"priv",48,55,"casada(o)","não","fixo",60,169,4000,0,1000,1459
"1233","ruim",25,"própria",60,61,"casada(o)","sim","autônomo",45,100,39000,0,1060,1134
"1234","ruim",3,"alugada",18,30,"casada(o)","não","autônomo",54,90,0,0,300,425
"1235","bom",2,"própria",48,40,"casada(o)","não","autônomo",60,160,3000,800,1300,1521
"1236","bom",3,"alugada",48,36,"casada(o)","sim","fixo",82,222,0,0,1900,2100
"1237","bom",18,"própria",60,42,"casada(o)","não","fixo",75,111,2500,0,1150,1640
"1238","bom",1,"própria",48,18,"solteira(o)","não","meio período",45,111,7000,0,1100,1299
"1239","bom",4,"própria",36,23,"casada(o)","não","fixo",75,168,4000,0,1100,1385
"1240","bom",20,"própria",60,49,"casada(o)","não","autônomo",90,215,4500,0,1000,1228
"1241","bom",14,"própria",60,28,"casada(o)","não","autônomo",75,94,5500,9500,1660,2419
"1242","bom",0,"pais",36,26,"solteira(o)","não","fixo",35,63,0,0,600,994
"1243","ruim",8,"alugada",60,25,"casada(o)","sim","fixo",73,280,0,0,600,1364
"1244","bom",15,"própria",48,33,"casada(o)","não","fixo",75,220,7000,0,1300,2400
"1245","bom",3,"própria",60,30,"casada(o)","não","fixo",45,126,3500,2400,1000,1120
"1246","bom",20,"própria",36,44,"casada(o)","não","fixo",60,120,3000,0,350,400
"1247","ruim",2,"pais",60,25,"divorciada(o)","não","meio período",35,90,0,0,900,1111
"1248","bom",17,"própria",24,55,"casada(o)","não","autônomo",75,191,14000,0,1000,2420
"1249","bom",20,"alugada",60,41,"solteira(o)","não","autônomo",50,148,4000,0,835,1356
"1250","ruim",0,"outras",60,47,"viúva(o)","sim","autônomo",45,NA,0,0,1500,1600
"1251","bom",2,"pais",24,26,"solteira(o)","não","fixo",35,88,0,0,325,450
"1252","bom",11,"pais",60,27,"casada(o)","não","fixo",60,150,2500,0,1100,1129
"1253","ruim",12,"própria",60,34,"casada(o)","não","fixo",60,115,4000,0,1650,1686
"1254","ruim",1,"alugada",60,31,"divorciada(o)","sim","fixo",43,76,0,0,500,1300
"1255","bom",2,"própria",60,37,"casada(o)","não","fixo",60,145,3500,1100,1250,1763
"1256","ruim",17,"priv",60,48,"casada(o)","sim","autônomo",60,69,7000,0,1400,1813
"1257","bom",13,"própria",60,52,"casada(o)","não","autônomo",60,NA,20000,0,1370,1714
"1258","bom",3,"pais",36,22,"solteira(o)","não","fixo",35,60,19000,0,775,1050
"1259","ruim",4,"pais",48,25,"solteira(o)","não","fixo",35,73,0,0,700,814
"1260","bom",38,"própria",48,56,"viúva(o)","não","fixo",35,112,3000,0,850,960
"1261","ruim",12,"própria",60,39,"casada(o)","não","fixo",90,95,4000,250,1450,1686
"1262","bom",15,"pais",48,40,"solteira(o)","não","fixo",35,150,0,0,1000,1399
"1263","bom",20,"própria",60,51,"casada(o)","não","fixo",60,250,2500,0,1250,1825
"1264","bom",0,"pais",48,27,"solteira(o)","sim","fixo",35,46,0,0,900,1216
"1265","bom",2,"priv",60,25,"casada(o)","não","fixo",45,60,3000,0,1150,1163
"1266","ruim",4,"outras",60,25,"solteira(o)","não","meio período",35,92,0,0,1400,1661
"1267","bom",7,"própria",60,36,"casada(o)","não","fixo",90,120,6000,1500,900,1175
"1268","bom",4,"própria",12,32,"casada(o)","não","fixo",45,231,13000,290,400,1198
"1269","ruim",2,"alugada",60,32,"casada(o)","não","fixo",93,175,0,0,1650,1688
"1270","bom",2,"pais",48,23,"solteira(o)","não","meio período",35,160,3500,1200,1200,1426
"1271","bom",1,"pais",60,22,"solteira(o)","não","fixo",35,109,0,0,1000,1466
"1272","ruim",0,"pais",48,25,"casada(o)","não","fixo",60,247,0,0,1900,1900
"1273","ruim",0,"outras",60,34,"solteira(o)","não","fixo",35,140,3000,0,1550,1570
"1274","bom",2,"outras",60,41,"separada(o)","não","autônomo",35,100,5000,0,1200,1450
"1275","bom",8,"pais",48,28,"solteira(o)","não","fixo",35,115,500,0,360,363
"1276","bom",1,"alugada",36,37,"casada(o)","não","autônomo",90,NA,0,0,850,998
"1277","bom",3,"alugada",36,34,"solteira(o)","não","fixo",41,63,30000,0,625,921
"1278","ruim",0,"pais",60,20,"solteira(o)","não","fixo",35,79,0,0,1570,1575
"1279","bom",10,"alugada",48,38,"casada(o)","não","autônomo",78,333,0,0,700,1386
"1280","bom",4,"própria",48,49,"solteira(o)","sim","fixo",35,183,8000,0,1200,1531
"1281","bom",2,"pais",24,21,"solteira(o)","não","autônomo",35,NA,0,0,250,355
"1282","ruim",0,"própria",36,36,"casada(o)","não","outros",45,25,3500,0,1300,2246
"1283","bom",20,"priv",60,39,"casada(o)","não","fixo",90,159,2000,0,750,790
"1284","ruim",10,"alugada",60,39,"casada(o)","sim","autônomo",119,292,13000,2500,1500,2262
"1285","bom",0,"alugada",60,29,"casada(o)","não","meio período",61,160,0,0,1000,1055
"1286","bom",21,"alugada",36,42,"casada(o)","não","fixo",74,135,450,0,240,1275
"1287","ruim",3,"alugada",60,48,"separada(o)","sim","fixo",47,120,0,0,1000,1077
"1288","bom",2,"própria",36,27,"viúva(o)","não","fixo",35,135,8000,0,750,1296
"1289","ruim",3,"própria",36,43,"casada(o)","não","autônomo",45,NA,3500,0,600,800
"1290","ruim",1,"própria",60,46,"casada(o)","sim","fixo",75,209,11000,0,1800,2015
"1291","bom",19,"alugada",18,39,"solteira(o)","não","fixo",45,100,0,0,450,997
"1292","ruim",3,"alugada",24,22,"solteira(o)","não","autônomo",50,148,0,0,700,950
"1293","ruim",25,"pais",60,64,"casada(o)","sim","fixo",45,130,0,0,2047,2946
"1294","bom",2,"alugada",60,28,"solteira(o)","não","fixo",45,101,0,0,1300,1333
"1295","bom",3,"pais",36,21,"solteira(o)","não","meio período",35,49,0,0,750,850
"1296","bom",5,"alugada",30,58,"casada(o)","não","fixo",80,200,15000,0,520,690
"1297","ruim",6,"alugada",36,41,"casada(o)","sim","autônomo",75,NA,0,0,775,875
"1298","bom",10,"alugada",36,47,"solteira(o)","não","meio período",86,114,3500,0,400,872
"1299","bom",17,"alugada",24,49,"casada(o)","não","autônomo",80,53,0,0,600,1104
"1300","bom",0,"própria",12,22,"solteira(o)","não","fixo",35,132,3500,0,300,509
"1301","ruim",0,"própria",60,62,"casada(o)","não","outros",45,42,4000,0,500,827
"1302","ruim",2,"pais",36,24,"solteira(o)","não","fixo",35,90,0,0,1000,1150
"1303","bom",28,"própria",24,59,"casada(o)","não","autônomo",60,606,6000,0,1550,1760
"1304","bom",0,"alugada",48,36,"casada(o)","não","fixo",74,141,0,0,1150,1485
"1305","bom",5,"própria",60,36,"casada(o)","não","fixo",75,141,4000,0,1300,1435
"1306","ruim",5,"pais",36,45,"casada(o)","sim","fixo",75,68,0,0,2375,2875
"1307","bom",12,"própria",36,41,"casada(o)","não","autônomo",60,NA,10000,0,1000,2100
"1308","bom",4,"própria",24,30,"casada(o)","sim","fixo",45,165,3000,0,250,450
"1309","bom",6,"pais",60,43,"casada(o)","não","autônomo",75,70,4000,0,1000,1548
"1310","bom",0,"alugada",24,23,"solteira(o)","não","fixo",42,70,0,0,125,125
"1311","bom",9,"própria",48,41,"separada(o)","não","fixo",35,60,8000,1000,1200,1538
"1312","bom",9,"alugada",36,31,"casada(o)","sim","autônomo",84,241,10000,0,3800,5852
"1313","ruim",2,"alugada",12,47,"casada(o)","sim","fixo",103,426,0,0,350,450
"1314","ruim",2,"alugada",60,36,"separada(o)","sim","autônomo",35,NA,0,0,2000,2676
"1315","bom",2,"pais",12,25,"solteira(o)","sim","autônomo",35,74,18000,0,600,1638
"1316","bom",18,"própria",60,49,"casada(o)","não","fixo",135,180,13500,0,900,994
"1317","bom",16,"própria",36,57,"casada(o)","não","fixo",60,154,4000,130,700,1090
"1318","ruim",10,"própria",60,26,"casada(o)","não","fixo",60,63,5000,3000,1400,1432
"1319","bom",11,"própria",60,37,"casada(o)","não","fixo",90,289,7000,250,1200,1599
"1320","ruim",14,"própria",36,45,"separada(o)","não","fixo",45,190,12000,0,2100,2758
"1321","bom",4,"alugada",60,24,"casada(o)","não","fixo",75,147,0,0,1300,1700
"1322","ruim",1,"própria",60,42,"casada(o)","sim","fixo",105,198,3500,250,1000,1245
"1323","ruim",2,"alugada",24,23,"solteira(o)","sim","autônomo",75,400,0,0,750,900
"1324","bom",1,"alugada",60,38,"casada(o)","não","meio período",58,130,0,0,1450,1593
"1325","ruim",2,"própria",60,36,"casada(o)","sim","autônomo",60,140,29000,0,3900,4812
"1326","bom",13,"pais",60,27,"casada(o)","não","fixo",60,100,0,0,950,1152
"1327","bom",5,"própria",24,37,"casada(o)","não","autônomo",90,143,7000,0,700,900
"1328","ruim",1,"alugada",36,25,"casada(o)","não","fixo",54,87,0,0,500,646
"1329","bom",6,"alugada",60,23,"casada(o)","não","fixo",62,171,0,0,1000,1209
"1330","bom",20,"própria",36,47,"casada(o)","não","fixo",75,203,4000,0,1050,1258
"1331","bom",9,"própria",18,52,"casada(o)","não","fixo",60,154,5500,0,500,1531
"1332","bom",15,"própria",12,55,"casada(o)","não","fixo",45,130,7000,0,200,1240
"1333","bom",0,"pais",48,28,"solteira(o)","não","fixo",35,90,3500,0,1000,1210
"1334","bom",5,"pais",60,24,"solteira(o)","não","fixo",35,92,0,0,1030,1068
"1335","bom",15,"pais",36,40,"casada(o)","sim","autônomo",75,NA,0,0,375,375
"1336","bom",4,"própria",48,36,"casada(o)","não","fixo",75,210,4000,0,1800,2628
"1337","bom",4,"própria",24,26,"casada(o)","não","fixo",45,115,4000,0,500,1400
"1338","bom",5,"pais",18,22,"solteira(o)","não","fixo",35,80,0,0,600,1132
"1339","bom",2,"pais",60,25,"solteira(o)","não","fixo",35,110,0,0,860,959
"1340","bom",4,"própria",24,44,"casada(o)","não","autônomo",75,86,5000,0,900,1100
"1341","bom",0,"própria",60,56,"casada(o)","não","outros",60,117,3000,0,1200,1347
"1342","bom",1,"outras",42,33,"casada(o)","sim","fixo",90,138,3500,606,1400,1700
"1343","bom",7,"própria",60,42,"casada(o)","não","fixo",45,88,4000,0,850,1033
"1344","bom",11,"pais",12,29,"casada(o)","não","fixo",60,54,0,0,600,1683
"1345","bom",40,"alugada",18,62,"casada(o)","não","autônomo",77,166,10000,0,900,2040
"1346","bom",10,"própria",60,33,"casada(o)","não","fixo",75,364,60000,0,1300,1804
"1347","bom",3,"própria",48,32,"casada(o)","não","autônomo",75,65,10500,1500,1500,2155
"1348","bom",24,"própria",60,54,"casada(o)","não","autônomo",45,109,17000,0,2000,3400
"1349","bom",6,"pais",36,24,"solteira(o)","não","fixo",35,57,0,0,380,490
"1350","ruim",2,"alugada",48,36,"divorciada(o)","não","fixo",45,99,0,0,750,1350
"1351","bom",3,"pais",48,27,"casada(o)","não","fixo",45,227,0,0,1150,1575
"1352","bom",11,"própria",60,29,"solteira(o)","não","fixo",35,57,1500,0,700,994
"1353","bom",1,"pais",24,22,"solteira(o)","não","meio período",35,80,0,0,150,400
"1354","ruim",5,"alugada",36,22,"solteira(o)","não","fixo",42,70,0,0,850,870
"1355","bom",1,"alugada",48,39,"casada(o)","não","fixo",86,105,0,0,1300,1600
"1356","ruim",1,"pais",48,24,"solteira(o)","sim","fixo",35,65,0,0,900,1061
"1357","bom",20,"própria",48,39,"casada(o)","não","autônomo",75,45,10000,0,2000,3650
"1358","bom",7,"pais",48,31,"solteira(o)","sim","fixo",35,72,5500,0,1000,1051
"1359","bom",3,"pais",36,31,"casada(o)","sim","fixo",60,80,0,0,1450,1700
"1360","bom",25,"própria",48,47,"casada(o)","não","autônomo",60,157,15000,0,1990,2460
"1361","bom",12,"própria",36,46,"casada(o)","sim","fixo",60,117,3000,0,825,1325
"1362","bom",4,"alugada",36,32,"casada(o)","não","fixo",55,100,0,0,300,500
"1363","bom",0,"priv",12,28,"casada(o)","não","fixo",60,130,3000,2000,380,1308
"1364","bom",15,"própria",12,49,"casada(o)","não","autônomo",75,NA,17000,0,700,1420
"1365","bom",20,"própria",12,60,"casada(o)","não","autônomo",60,NA,40000,0,700,1420
"1366","ruim",0,"outras",60,31,"casada(o)","sim","fixo",90,NA,0,0,1450,1604
"1367","bom",12,"própria",54,35,"casada(o)","não","fixo",75,113,3000,600,1650,1800
"1368","bom",10,"própria",48,44,"casada(o)","não","fixo",75,450,12000,0,1030,1128
"1369","bom",0,"pais",48,21,"solteira(o)","não","fixo",35,50,0,0,1000,1091
"1370","ruim",2,"própria",48,20,"solteira(o)","não","autônomo",35,450,31000,0,1500,1853
"1371","ruim",0,NA,36,45,"casada(o)","não","meio período",75,87,1500,0,300,480
"1372","bom",1,"própria",60,34,"casada(o)","sim","fixo",45,180,2500,300,1300,1817
"1373","bom",1,"alugada",60,21,"casada(o)","não","fixo",58,132,0,0,1275,1381
"1374","ruim",6,"própria",36,44,"casada(o)","não","fixo",75,150,7000,600,650,650
"1375","bom",1,"alugada",36,34,"casada(o)","não","autônomo",94,189,15000,1500,1500,2435
"1376","bom",15,"alugada",48,40,"casada(o)","sim","fixo",88,125,0,0,1100,1498
"1377","bom",11,"pais",36,29,"solteira(o)","não","fixo",35,64,0,0,600,1314
"1378","bom",1,"alugada",36,44,"casada(o)","não","fixo",105,145,0,0,1000,2275
"1379","ruim",1,"alugada",36,27,"solteira(o)","não","fixo",42,67,0,0,1000,1350
"1380","ruim",1,"própria",36,27,"casada(o)","não","meio período",45,127,4500,3000,600,745
"1381","bom",11,"própria",48,46,"casada(o)","não","autônomo",75,160,10000,0,1150,1156
"1382","bom",2,"própria",60,43,"casada(o)","sim","fixo",45,63,3000,0,1100,1683
"1383","bom",1,"própria",36,25,"viúva(o)","não","fixo",45,60,2000,0,525,800
"1384","bom",11,"alugada",60,28,"solteira(o)","não","fixo",42,67,0,0,900,1399
"1385","bom",3,"própria",48,30,"casada(o)","não","fixo",75,88,6000,400,1200,1796
"1386","ruim",1,"alugada",48,29,"casada(o)","não","meio período",77,170,0,0,1300,2262
"1387","bom",15,"alugada",60,39,"casada(o)","não","autônomo",60,145,5000,0,1300,1625
"1388","ruim",1,"outras",42,24,"solteira(o)","sim","fixo",35,60,0,0,1200,1616
"1389","bom",8,"própria",12,29,"casada(o)","não","fixo",45,92,6000,2400,100,1492
"1390","bom",10,"priv",60,55,"casada(o)","não","fixo",60,195,4000,0,1900,2150
"1391","bom",3,"alugada",36,27,"casada(o)","não","fixo",68,80,0,0,325,400
"1392","ruim",2,"própria",36,20,"solteira(o)","não","autônomo",35,NA,80000,30000,750,1350
"1393","bom",0,"outras",42,24,"solteira(o)","não","fixo",35,42,0,0,800,1450
"1394","bom",9,"outras",36,32,"solteira(o)","não","fixo",35,125,0,0,1000,1725
"1395","bom",4,"alugada",48,38,"casada(o)","não","fixo",91,161,5000,0,800,1008
"1396","bom",0,"pais",24,24,"solteira(o)","não","meio período",35,117,4000,0,1000,1489
"1397","bom",7,"própria",18,33,"casada(o)","não","autônomo",60,164,4000,0,550,1679
"1398","bom",1,"pais",60,30,"solteira(o)","não","fixo",35,75,0,0,1000,1156
"1399","bom",25,"outras",18,43,"casada(o)","não","fixo",75,85,700,0,400,1205
"1400","bom",6,"alugada",60,34,"separada(o)","não","fixo",47,120,0,0,1100,1700
"1401","bom",3,"alugada",48,35,"separada(o)","não","fixo",59,240,0,0,1300,1627
"1402","bom",4,"própria",60,24,"casada(o)","não","autônomo",60,250,9000,3400,1250,1300
"1403","ruim",0,"própria",60,30,"casada(o)","não","outros",60,78,3500,0,1250,1365
"1404","bom",5,"própria",18,28,"casada(o)","não","fixo",60,102,2500,1300,450,1437
"1405","ruim",12,"própria",48,49,"casada(o)","sim","fixo",45,152,7500,0,1100,2120
"1406","bom",4,"priv",24,44,"casada(o)","não","fixo",75,96,4000,0,580,923
"1407","ruim",9,"pais",60,31,"solteira(o)","sim","fixo",35,92,0,0,1000,1161
"1408","bom",2,"pais",60,26,"casada(o)","não","fixo",45,199,0,0,1500,1698
"1409","bom",0,"própria",48,43,"casada(o)","não","meio período",75,71,14000,0,1100,1660
"1410","bom",13,"própria",60,38,"solteira(o)","não","fixo",45,80,4000,0,1060,1274
"1411","bom",2,"outras",42,25,"casada(o)","não","fixo",60,190,0,0,1100,1729
"1412","bom",8,"própria",36,40,"casada(o)","não","autônomo",75,200,10000,0,700,800
"1413","bom",14,"priv",12,49,"casada(o)","não","fixo",90,140,3000,500,400,1432
"1414","ruim",11,"alugada",48,40,"casada(o)","não","fixo",59,140,0,0,1000,1930
"1415","ruim",20,"própria",36,57,"casada(o)","não","fixo",90,114,5000,1500,1000,1193
"1416","bom",1,"pais",48,28,"solteira(o)","não","fixo",35,140,0,0,1400,1728
"1417","bom",14,"pais",60,28,"casada(o)","não","fixo",45,140,0,0,1150,1301
"1418","bom",13,"própria",48,54,"casada(o)","sim","fixo",45,90,2500,0,1000,1198
"1419","bom",0,"própria",36,36,"casada(o)","não","fixo",75,424,9500,700,1000,1690
"1420","bom",1,"alugada",60,26,"casada(o)","não","meio período",61,155,0,0,1035,1709
"1421","ruim",0,"própria",60,36,"casada(o)","sim","autônomo",75,NA,6000,0,1650,1861
"1422","bom",10,"alugada",60,26,"casada(o)","não","fixo",78,175,0,0,1000,1314
"1423","bom",28,"pais",24,44,"casada(o)","não","autônomo",90,180,0,0,450,1472
"1424","bom",8,"própria",36,30,"casada(o)","não","fixo",60,50,5000,400,300,1890
"1425","bom",1,"própria",36,24,"casada(o)","não","fixo",45,113,3500,0,1200,1702
"1426","ruim",1,"alugada",48,26,"solteira(o)","não","fixo",45,100,0,0,1400,1968
"1427","ruim",0,"outras",60,27,"casada(o)","sim","fixo",75,NA,0,0,1600,1786
"1428","bom",1,"própria",60,44,"casada(o)","não","autônomo",90,905,20000,15000,1200,1381
